nid_a,nid_b,jaccard,dataset_a,dataset_b,label_a,label_b,cross_dataset,label_conflict,rows_a,rows_b
24774,53219,0.7677,dynahate2021,dynahate2021,0,1,False,False,1,1
24775,53344,0.8242,dynahate2021,dynahate2021,0,1,False,False,1,1
24777,54010,0.7521,dynahate2021,dynahate2021,0,0,False,False,1,1
24777,54011,0.8682,dynahate2021,dynahate2021,0,1,False,False,1,1
24777,54012,0.8878,dynahate2021,dynahate2021,0,1,False,False,1,1
24778,54167,0.9195,dynahate2021,dynahate2021,1,0,False,False,1,1
24779,54210,0.9274,dynahate2021,dynahate2021,0,1,False,False,1,1
24780,54315,0.7919,dynahate2021,dynahate2021,1,0,False,False,1,1
24781,55067,0.8182,dynahate2021,dynahate2021,1,0,False,False,1,1
24782,24783,0.5888,dynahate2021,dynahate2021,0,1,False,False,1,1
24785,24786,0.7968,dynahate2021,dynahate2021,0,1,False,False,1,1
24787,24788,0.6332,dynahate2021,dynahate2021,0,1,False,False,1,1
24789,55733,0.9335,dynahate2021,dynahate2021,0,1,False,False,1,1
24790,56179,0.5714,dynahate2021,dynahate2021,0,1,False,False,1,1
24792,56547,0.6863,dynahate2021,dynahate2021,1,0,False,False,1,1
24793,24794,0.6705,dynahate2021,dynahate2021,1,0,False,False,1,1
24796,57085,0.7791,dynahate2021,dynahate2021,1,0,False,False,1,1
24798,32674,0.6637,dynahate2021,dynahate2021,1,1,False,False,1,1
24798,32675,0.5104,dynahate2021,dynahate2021,1,0,False,False,1,1
24798,57382,0.769,dynahate2021,dynahate2021,1,0,False,False,1,1
24799,24800,0.7422,dynahate2021,dynahate2021,0,1,False,False,1,1
24801,57957,0.6324,dynahate2021,dynahate2021,0,1,False,False,1,1
24802,24803,0.8177,dynahate2021,dynahate2021,0,1,False,False,1,1
24804,24805,0.7238,dynahate2021,dynahate2021,1,0,False,False,1,1
24806,58696,0.9196,dynahate2021,dynahate2021,0,1,False,False,1,1
24807,24808,0.8647,dynahate2021,dynahate2021,0,1,False,False,1,1
24811,59009,0.7907,dynahate2021,dynahate2021,1,0,False,False,1,1
24812,59241,0.8022,dynahate2021,dynahate2021,0,1,False,False,1,1
24815,59751,0.5077,dynahate2021,dynahate2021,1,0,False,False,1,1
24816,24817,0.5918,dynahate2021,dynahate2021,1,1,False,False,1,1
24818,59920,0.7303,dynahate2021,dynahate2021,1,0,False,False,1,1
24820,60190,0.7642,dynahate2021,dynahate2021,0,1,False,False,1,1
24821,52805,0.6834,dynahate2021,dynahate2021,0,1,False,False,1,1
24822,60260,0.6826,dynahate2021,dynahate2021,0,1,False,False,1,1
24823,24824,0.8706,dynahate2021,dynahate2021,1,0,False,False,1,1
24825,60316,0.7973,dynahate2021,dynahate2021,0,1,False,False,1,1
24827,60742,0.7809,dynahate2021,dynahate2021,0,1,False,False,1,1
24829,24830,0.9615,dynahate2021,dynahate2021,1,1,False,False,1,1
24829,24831,0.7451,dynahate2021,dynahate2021,1,0,False,False,1,1
24830,24831,0.76,dynahate2021,dynahate2021,1,0,False,False,1,1
24835,24836,0.8314,dynahate2021,dynahate2021,1,0,False,False,1,1
24837,24838,0.6716,dynahate2021,dynahate2021,0,1,False,False,1,1
24843,61286,0.6324,dynahate2021,dynahate2021,0,1,False,False,1,1
24846,24847,0.5226,dynahate2021,dynahate2021,1,0,False,False,1,1
24849,24851,0.6176,dynahate2021,dynahate2021,1,0,False,False,1,1
24853,61687,0.6186,dynahate2021,dynahate2021,1,0,False,False,1,1
24854,24855,0.6641,dynahate2021,dynahate2021,0,1,False,False,1,1
24856,61889,0.7323,dynahate2021,dynahate2021,0,1,False,False,1,1
24857,24858,0.6567,dynahate2021,dynahate2021,1,0,False,False,1,1
24859,24860,0.8707,dynahate2021,dynahate2021,1,0,False,False,1,1
24861,62285,0.9283,dynahate2021,dynahate2021,0,1,False,False,1,1
24863,24890,0.7079,dynahate2021,dynahate2021,1,0,False,False,1,1
24864,62501,0.8861,dynahate2021,dynahate2021,1,0,False,False,1,1
24865,42457,0.6519,dynahate2021,dynahate2021,1,0,False,False,1,1
24866,24867,0.6556,dynahate2021,dynahate2021,0,1,False,False,1,1
24868,58614,0.6564,dynahate2021,dynahate2021,1,0,False,False,1,1
24869,24870,0.6798,dynahate2021,dynahate2021,0,1,False,False,1,1
24874,64000,0.6316,dynahate2021,dynahate2021,1,0,False,False,1,1
24875,64124,0.7121,dynahate2021,dynahate2021,1,0,False,False,1,1
24879,64594,0.764,dynahate2021,dynahate2021,0,1,False,False,1,1
24880,24881,0.5877,dynahate2021,dynahate2021,0,1,False,False,1,1
24884,64649,0.7273,dynahate2021,dynahate2021,0,1,False,False,1,1
24885,24886,0.7419,dynahate2021,dynahate2021,0,1,False,False,1,1
24888,64764,0.5556,dynahate2021,dynahate2021,1,0,False,False,1,1
24889,64864,0.5189,dynahate2021,dynahate2021,0,1,False,False,1,1
24893,24894,0.7617,dynahate2021,dynahate2021,0,1,False,False,1,1
24898,24899,0.6812,dynahate2021,dynahate2021,0,1,False,False,1,1
24900,24901,0.5,dynahate2021,dynahate2021,0,1,False,False,1,1
24902,65435,0.6314,dynahate2021,dynahate2021,1,0,False,False,1,1
24903,24904,0.5535,dynahate2021,dynahate2021,0,1,False,False,1,1
24905,24906,0.8276,dynahate2021,dynahate2021,0,1,False,False,1,1
24907,24908,0.5443,dynahate2021,dynahate2021,1,0,False,False,1,1
24909,24910,0.641,dynahate2021,dynahate2021,0,1,False,False,1,1
24911,24912,0.8381,dynahate2021,dynahate2021,0,1,False,False,1,1
24913,24914,0.6649,dynahate2021,dynahate2021,0,1,False,False,1,1
24915,24916,0.6667,dynahate2021,dynahate2021,0,1,False,False,1,1
24919,24920,0.6333,dynahate2021,dynahate2021,0,1,False,False,1,1
24921,24922,0.8457,dynahate2021,dynahate2021,1,0,False,False,1,1
24923,24924,0.7912,dynahate2021,dynahate2021,1,0,False,False,1,1
24925,24926,0.6707,dynahate2021,dynahate2021,0,1,False,False,1,1
24929,24951,0.7815,dynahate2021,dynahate2021,1,0,False,False,1,1
24930,65637,0.8594,dynahate2021,dynahate2021,1,0,False,False,1,1
24932,65643,0.5451,dynahate2021,dynahate2021,1,0,False,False,1,1
24933,24942,0.56,dynahate2021,dynahate2021,0,0,False,False,1,1
24934,29396,0.7156,dynahate2021,dynahate2021,0,1,False,False,1,1
24939,47186,0.7137,dynahate2021,dynahate2021,1,0,False,False,1,1
24940,45644,0.5868,dynahate2021,dynahate2021,0,1,False,False,1,1
24941,46154,0.8841,dynahate2021,dynahate2021,0,1,False,False,1,1
24943,24944,0.7436,dynahate2021,dynahate2021,0,0,False,False,1,1
24943,24945,0.725,dynahate2021,dynahate2021,0,0,False,False,1,1
24943,24946,0.8378,dynahate2021,dynahate2021,0,0,False,False,1,1
24943,24948,0.7,dynahate2021,dynahate2021,0,0,False,False,1,1
24943,56397,0.56,dynahate2021,dynahate2021,0,0,False,False,1,1
24944,24945,0.725,dynahate2021,dynahate2021,0,0,False,False,1,1
24944,24946,0.7,dynahate2021,dynahate2021,0,0,False,False,1,1
24944,24948,0.8378,dynahate2021,dynahate2021,0,0,False,False,1,1
24944,56397,0.56,dynahate2021,dynahate2021,0,0,False,False,1,1
24945,24946,0.6829,dynahate2021,dynahate2021,0,0,False,False,1,1
24945,24948,0.6829,dynahate2021,dynahate2021,0,0,False,False,1,1
24945,56397,0.6809,dynahate2021,dynahate2021,0,0,False,False,1,1
24946,24948,0.7,dynahate2021,dynahate2021,0,0,False,False,1,1
24946,56397,0.56,dynahate2021,dynahate2021,0,0,False,False,1,1
24947,48986,0.5446,dynahate2021,dynahate2021,0,1,False,False,1,1
24948,56397,0.5918,dynahate2021,dynahate2021,0,0,False,False,1,1
24949,63413,0.8169,dynahate2021,dynahate2021,0,0,False,False,1,1
24949,63414,0.6374,dynahate2021,dynahate2021,0,1,False,False,1,1
24952,24957,0.5802,dynahate2021,dynahate2021,0,1,False,False,1,1
24953,24954,0.6076,dynahate2021,dynahate2021,1,1,False,False,1,1
24953,24955,0.8252,dynahate2021,dynahate2021,1,1,False,False,1,1
24953,24956,0.8731,dynahate2021,dynahate2021,1,1,False,False,1,1
24953,24957,0.635,dynahate2021,dynahate2021,1,1,False,False,1,1
24954,24955,0.6242,dynahate2021,dynahate2021,1,1,False,False,1,1
24954,24956,0.5506,dynahate2021,dynahate2021,1,1,False,False,1,1
24954,24957,0.6641,dynahate2021,dynahate2021,1,1,False,False,1,1
24955,24956,0.8667,dynahate2021,dynahate2021,1,1,False,False,1,1
24955,24957,0.6304,dynahate2021,dynahate2021,1,1,False,False,1,1
24956,24957,0.7339,dynahate2021,dynahate2021,1,1,False,False,1,1
24960,62284,0.7143,dynahate2021,dynahate2021,0,0,False,False,1,1
24964,24967,0.7333,dynahate2021,dynahate2021,1,0,False,False,1,1
24965,57764,0.6812,dynahate2021,dynahate2021,1,0,False,False,1,1
24968,54703,0.6994,dynahate2021,dynahate2021,0,1,False,False,1,1
24969,49450,0.6996,dynahate2021,dynahate2021,1,0,False,False,1,1
24970,51188,0.6854,dynahate2021,dynahate2021,1,0,False,False,1,1
24971,48344,0.8025,dynahate2021,dynahate2021,0,1,False,False,1,1
24972,48541,0.8709,dynahate2021,dynahate2021,1,0,False,False,1,1
24973,24974,0.6298,dynahate2021,dynahate2021,1,0,False,False,1,1
24975,63832,0.5897,dynahate2021,dynahate2021,0,1,False,False,1,1
24976,24977,0.6719,dynahate2021,dynahate2021,0,1,False,False,1,1
24978,24979,0.5044,dynahate2021,dynahate2021,1,0,False,False,1,1
24980,24981,0.563,dynahate2021,dynahate2021,0,1,False,False,1,1
24982,24983,0.5,dynahate2021,dynahate2021,1,1,False,False,1,1
24988,24989,0.7258,dynahate2021,dynahate2021,1,0,False,False,1,1
24991,24992,0.5982,dynahate2021,dynahate2021,1,0,False,False,1,1
24993,24994,0.8642,dynahate2021,dynahate2021,0,1,False,False,1,1
24995,24996,0.5556,dynahate2021,dynahate2021,1,0,False,False,1,1
24998,24999,0.7959,dynahate2021,dynahate2021,0,1,False,False,1,1
25000,25001,0.6717,dynahate2021,dynahate2021,1,0,False,False,1,1
25004,25005,0.8616,dynahate2021,dynahate2021,0,1,False,False,1,1
25008,51472,0.6923,dynahate2021,dynahate2021,1,0,False,False,1,1
25011,25012,0.5275,dynahate2021,dynahate2021,0,1,False,False,1,1
25013,25014,0.6471,dynahate2021,dynahate2021,0,1,False,False,1,1
25015,25016,0.8675,dynahate2021,dynahate2021,1,0,False,False,1,1
25021,25048,0.7011,dynahate2021,dynahate2021,0,1,False,False,1,1
25022,25023,0.7097,dynahate2021,dynahate2021,1,0,False,False,1,1
25024,25025,0.631,dynahate2021,dynahate2021,0,1,False,False,1,1
25026,25027,0.772,dynahate2021,dynahate2021,0,1,False,False,1,1
25028,25029,0.8791,dynahate2021,dynahate2021,0,1,False,False,1,1
25031,25032,0.7143,dynahate2021,dynahate2021,0,1,False,False,1,1
25033,25034,0.5676,dynahate2021,dynahate2021,0,1,False,False,1,1
25035,25036,0.9076,dynahate2021,dynahate2021,0,1,False,False,1,1
25037,25038,0.7955,dynahate2021,dynahate2021,0,1,False,False,1,1
25039,25040,0.7594,dynahate2021,dynahate2021,1,0,False,False,1,1
25041,25042,0.712,dynahate2021,dynahate2021,1,0,False,False,1,1
25044,55782,0.6429,dynahate2021,dynahate2021,1,0,False,False,1,1
25046,25047,0.75,dynahate2021,dynahate2021,0,1,False,False,1,1
25049,25050,0.68,dynahate2021,dynahate2021,1,0,False,False,1,1
25051,25052,0.6122,dynahate2021,dynahate2021,0,1,False,False,1,1
25053,25054,0.8144,dynahate2021,dynahate2021,0,1,False,False,1,1
25056,25490,0.7568,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,33504,0.5122,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,33985,0.7368,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,42498,0.7179,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,44993,0.8,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,45531,0.7778,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,45625,0.7778,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,47632,0.7368,dynahate2021,dynahate2021,1,1,False,False,1,1
25056,52822,0.7179,dynahate2021,dynahate2021,1,1,False,False,1,1
25058,26790,0.6,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,29310,0.5714,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,29601,0.6316,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,29993,0.6,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,34596,0.5,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,45781,0.6,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,45798,0.5455,dynahate2021,dynahate2021,1,1,False,False,1,1
25058,46192,0.6316,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,47508,0.5217,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,48948,0.6316,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,50446,0.5714,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,50733,0.6316,dynahate2021,dynahate2021,1,0,False,False,1,1
25058,51296,0.5455,dynahate2021,dynahate2021,1,1,False,False,1,1
25058,51637,0.6667,dynahate2021,dynahate2021,1,0,False,False,1,2
25058,51747,0.5455,dynahate2021,dynahate2021,1,1,False,False,1,1
25060,32932,0.6,dynahate2021,dynahate2021,1,1,False,False,1,1
25060,45024,0.6,dynahate2021,dynahate2021,1,1,False,False,1,1
25060,47659,0.5,dynahate2021,dynahate2021,1,1,False,False,1,1
25062,25782,0.8519,dynahate2021,dynahate2021,1,1,False,False,1,1
25062,29523,0.6333,dynahate2021,dynahate2021,1,1,False,False,1,1
25062,51999,0.6129,dynahate2021,dynahate2021,1,1,False,False,1,1
25064,28470,0.5,dynahate2021,dynahate2021,1,1,False,False,1,1
25065,34179,0.5789,dynahate2021,dynahate2021,1,1,False,False,1,1
25069,25070,0.7331,dynahate2021,dynahate2021,0,1,False,False,1,1
25074,25075,0.8806,dynahate2021,dynahate2021,1,0,False,False,1,1
25076,25077,0.661,dynahate2021,dynahate2021,0,1,False,False,1,1
25078,25079,0.5081,dynahate2021,dynahate2021,0,1,False,False,1,1
25080,25083,0.5342,dynahate2021,dynahate2021,1,0,False,False,1,1
25085,25088,0.5577,dynahate2021,dynahate2021,1,1,False,False,1,1
25089,25090,0.5363,dynahate2021,dynahate2021,1,0,False,False,1,1
25091,25092,0.8873,dynahate2021,dynahate2021,0,1,False,False,1,1
25095,46560,0.7766,dynahate2021,dynahate2021,0,1,False,False,1,1
25099,26394,0.6329,dynahate2021,dynahate2021,1,1,False,False,1,1
25100,64279,0.6145,dynahate2021,dynahate2021,0,0,False,False,1,1
25104,25105,0.563,dynahate2021,dynahate2021,1,0,False,False,1,1
25106,25107,0.7133,dynahate2021,dynahate2021,1,0,False,False,1,1
25111,25461,0.6733,dynahate2021,dynahate2021,0,1,False,False,1,1
25113,25114,0.5921,dynahate2021,dynahate2021,0,1,False,False,1,1
25115,25116,0.7603,dynahate2021,dynahate2021,0,1,False,False,1,1
25121,53559,0.8197,dynahate2021,dynahate2021,1,0,False,False,1,1
25122,28042,0.7301,dynahate2021,dynahate2021,0,1,False,False,1,1
25125,48016,0.6,dynahate2021,dynahate2021,0,1,False,False,1,1
25129,25130,0.9042,dynahate2021,dynahate2021,1,0,False,False,1,1
25129,39455,0.8333,dynahate2021,dynahate2021,1,1,False,False,1,1
25129,39456,0.7447,dynahate2021,dynahate2021,1,1,False,False,1,1
25129,40209,0.7344,dynahate2021,dynahate2021,1,0,False,False,1,1
25130,39455,0.9152,dynahate2021,dynahate2021,0,1,False,False,1,1
25130,39456,0.815,dynahate2021,dynahate2021,0,1,False,False,1,1
25130,40209,0.8023,dynahate2021,dynahate2021,0,0,False,False,1,1
25131,25132,0.76,dynahate2021,dynahate2021,1,0,False,False,1,1
25135,25136,0.8538,dynahate2021,dynahate2021,0,1,False,False,1,1
25137,25138,0.5304,dynahate2021,dynahate2021,0,1,False,False,1,1
25139,25146,0.5915,dynahate2021,dynahate2021,1,0,False,False,1,1
25140,63213,0.8462,dynahate2021,dynahate2021,0,1,False,False,1,1
25141,25142,0.7385,dynahate2021,dynahate2021,0,1,False,False,1,1
25143,25144,0.8906,dynahate2021,dynahate2021,0,1,False,False,1,1
25147,25450,0.8132,dynahate2021,dynahate2021,1,0,False,False,1,1
25148,25220,0.6066,dynahate2021,dynahate2021,1,0,False,False,1,1
25149,25150,0.928,dynahate2021,dynahate2021,0,1,False,False,1,1
25153,25154,0.6667,dynahate2021,dynahate2021,1,1,False,False,1,1
25155,25156,0.8894,dynahate2021,dynahate2021,1,0,False,False,1,1
25160,25161,0.7139,dynahate2021,dynahate2021,0,1,False,False,1,1
25162,25163,0.5962,dynahate2021,dynahate2021,0,1,False,False,1,1
25164,25165,0.8161,dynahate2021,dynahate2021,1,0,False,False,1,1
25173,25174,0.899,dynahate2021,dynahate2021,0,1,False,False,1,1
25175,25176,0.8566,dynahate2021,dynahate2021,1,0,False,False,1,1
25177,25178,0.9275,dynahate2021,dynahate2021,0,1,False,False,1,1
25181,25182,0.8718,dynahate2021,dynahate2021,1,0,False,False,1,1
25185,25186,0.7021,dynahate2021,dynahate2021,0,1,False,False,1,1
25187,25188,0.9521,dynahate2021,dynahate2021,1,0,False,False,1,1
25189,25190,0.6825,dynahate2021,dynahate2021,1,0,False,False,1,1
25191,25192,0.6286,dynahate2021,dynahate2021,0,1,False,False,1,1
25193,25194,0.7533,dynahate2021,dynahate2021,0,1,False,False,1,1
25195,25196,0.8392,dynahate2021,dynahate2021,0,1,False,False,1,1
25197,25198,0.672,dynahate2021,dynahate2021,0,1,False,False,1,1
25199,25427,0.5238,dynahate2021,dynahate2021,1,0,False,False,1,1
25202,25203,0.5738,dynahate2021,dynahate2021,1,0,False,False,1,1
25204,25205,0.9502,dynahate2021,dynahate2021,1,0,False,False,1,1
25207,25208,0.6712,dynahate2021,dynahate2021,0,1,False,False,1,1
25209,25399,0.9305,dynahate2021,dynahate2021,0,1,False,False,1,1
25211,25289,0.8182,dynahate2021,dynahate2021,1,1,False,False,1,1
25216,25217,0.8805,dynahate2021,dynahate2021,0,1,False,False,1,1
25218,25219,0.78,dynahate2021,dynahate2021,0,1,False,False,1,1
25221,25222,0.7476,dynahate2021,dynahate2021,0,1,False,False,1,1
25223,25224,0.7342,dynahate2021,dynahate2021,1,0,False,False,1,1
25228,26404,0.6306,dynahate2021,dynahate2021,1,0,False,False,1,1
25229,25297,0.7115,dynahate2021,dynahate2021,1,0,False,False,1,1
25232,25370,0.835,dynahate2021,dynahate2021,1,0,False,False,1,1
25233,25374,0.7828,dynahate2021,dynahate2021,0,1,False,False,1,1
25234,25235,0.6441,dynahate2021,dynahate2021,0,1,False,False,1,1
25237,45573,0.6834,dynahate2021,dynahate2021,0,1,False,False,1,1
25237,45574,0.7849,dynahate2021,dynahate2021,0,1,False,False,1,1
25239,43413,0.527,dynahate2021,dynahate2021,0,1,False,False,1,1
25239,43434,0.5758,dynahate2021,dynahate2021,0,1,False,False,1,1
25239,45175,0.5588,dynahate2021,dynahate2021,0,1,False,False,1,1
25239,49180,0.5507,dynahate2021,dynahate2021,0,0,False,False,1,1
25239,51628,0.5278,dynahate2021,dynahate2021,0,0,False,False,1,1
25239,51820,0.5352,dynahate2021,dynahate2021,0,0,False,False,1,1
25239,53821,0.5507,dynahate2021,dynahate2021,0,0,False,False,1,1
25239,54141,0.5672,dynahate2021,dynahate2021,0,0,False,False,1,1
25240,25241,0.7634,dynahate2021,dynahate2021,1,0,False,False,1,1
25242,25243,0.5711,dynahate2021,dynahate2021,1,0,False,False,1,1
25244,25245,0.6232,dynahate2021,dynahate2021,1,0,False,False,1,1
25246,25247,0.8927,dynahate2021,dynahate2021,1,0,False,False,1,1
25248,25249,0.7407,dynahate2021,dynahate2021,1,0,False,False,1,1
25253,25285,0.7547,dynahate2021,dynahate2021,0,1,False,False,1,1
25255,25256,0.58,dynahate2021,dynahate2021,1,0,False,False,1,1
25258,25259,0.7811,dynahate2021,dynahate2021,1,0,False,False,1,1
25263,25286,0.7747,dynahate2021,dynahate2021,0,1,False,False,1,1
25263,41628,0.705,dynahate2021,dynahate2021,0,1,False,False,1,1
25263,41629,0.6111,dynahate2021,dynahate2021,0,0,False,False,1,1
25264,25265,0.8469,dynahate2021,dynahate2021,1,0,False,False,1,1
25266,25267,0.5909,dynahate2021,dynahate2021,0,1,False,False,1,1
25269,25270,0.8267,dynahate2021,dynahate2021,0,0,False,False,1,1
25269,25271,0.8378,dynahate2021,dynahate2021,0,0,False,False,1,1
25269,25272,0.8378,dynahate2021,dynahate2021,0,0,False,False,1,1
25270,25271,0.9291,dynahate2021,dynahate2021,0,0,False,False,1,1
25270,25272,0.8378,dynahate2021,dynahate2021,0,0,False,False,1,1
25271,25272,0.8493,dynahate2021,dynahate2021,0,0,False,False,1,1
25275,25276,0.8143,dynahate2021,dynahate2021,0,1,False,False,1,1
25277,31718,0.8541,dynahate2021,dynahate2021,0,1,False,False,1,1
25278,30063,0.5441,dynahate2021,dynahate2021,0,1,False,False,1,1
25279,51596,0.7826,dynahate2021,dynahate2021,0,1,False,False,1,1
25280,25281,0.7874,dynahate2021,dynahate2021,0,1,False,False,1,1
25282,25283,0.8914,dynahate2021,dynahate2021,1,0,False,False,1,1
25286,41628,0.8983,dynahate2021,dynahate2021,1,1,False,False,1,1
25286,41629,0.698,dynahate2021,dynahate2021,1,0,False,False,1,1
25287,25288,0.5526,dynahate2021,dynahate2021,1,1,False,False,1,1
25289,25292,0.6316,dynahate2021,dynahate2021,1,1,False,False,1,1
25294,25295,0.5893,dynahate2021,dynahate2021,1,1,False,False,1,1
25296,25332,0.5,dynahate2021,dynahate2021,0,1,False,False,1,1
25303,25304,0.8242,dynahate2021,dynahate2021,0,1,False,False,1,1
25306,25307,0.9058,dynahate2021,dynahate2021,1,0,False,False,1,1
25310,25311,0.7696,dynahate2021,dynahate2021,1,0,False,False,1,1
25312,25313,0.7152,dynahate2021,dynahate2021,0,1,False,False,1,1
25315,25316,0.8188,dynahate2021,dynahate2021,1,0,False,False,1,1
25317,25318,0.8254,dynahate2021,dynahate2021,0,1,False,False,1,1
25321,25324,0.6892,dynahate2021,dynahate2021,1,1,False,False,1,1
25321,25376,0.5,dynahate2021,dynahate2021,1,0,False,False,1,1
25322,25323,0.538,dynahate2021,dynahate2021,0,1,False,False,1,1
25322,25324,0.5329,dynahate2021,dynahate2021,0,1,False,False,1,1
25323,25324,0.6623,dynahate2021,dynahate2021,1,1,False,False,1,1
25330,25331,0.7286,dynahate2021,dynahate2021,1,0,False,False,1,1
25337,46352,0.6352,dynahate2021,dynahate2021,0,1,False,False,1,1
25340,54831,0.5152,dynahate2021,dynahate2021,1,0,False,False,1,1
25342,25390,0.5476,dynahate2021,dynahate2021,1,0,False,False,1,1
25344,25345,0.869,dynahate2021,dynahate2021,0,1,False,False,1,1
25346,25911,0.7895,dynahate2021,dynahate2021,0,1,False,False,1,1
25347,25348,0.8148,dynahate2021,dynahate2021,0,1,False,False,1,1
25356,25357,0.784,dynahate2021,dynahate2021,1,0,False,False,1,1
25359,34525,0.7958,dynahate2021,dynahate2021,0,1,False,False,1,1
25361,44813,0.5556,dynahate2021,dynahate2021,1,1,False,False,1,1
25362,25363,0.8927,dynahate2021,dynahate2021,0,1,False,False,1,1
25364,25365,0.8934,dynahate2021,dynahate2021,1,0,False,False,1,1
25366,25367,0.8169,dynahate2021,dynahate2021,1,0,False,False,1,1
25368,25369,0.7361,dynahate2021,dynahate2021,0,1,False,False,1,1
25375,44813,0.5172,dynahate2021,dynahate2021,1,1,False,False,1,1
25377,25378,0.7188,dynahate2021,dynahate2021,1,0,False,False,1,1
25379,25380,0.75,dynahate2021,dynahate2021,0,1,False,False,1,1
25381,25382,0.8787,dynahate2021,dynahate2021,1,0,False,False,1,1
25385,25386,0.6449,dynahate2021,dynahate2021,0,1,False,False,1,1
25388,25389,0.6818,dynahate2021,dynahate2021,1,0,False,False,1,1
25390,25391,0.5865,dynahate2021,dynahate2021,0,1,False,False,1,1
25392,25393,0.5775,dynahate2021,dynahate2021,1,0,False,False,1,1
25394,54529,0.75,dynahate2021,dynahate2021,1,0,False,False,1,1
25395,25445,0.8254,dynahate2021,dynahate2021,0,1,False,False,1,1
25396,60389,0.7508,dynahate2021,dynahate2021,0,1,False,False,1,1
25400,25401,0.8661,dynahate2021,dynahate2021,0,1,False,False,1,1
25402,25403,0.6825,dynahate2021,dynahate2021,1,0,False,False,1,1
25405,25406,0.6062,dynahate2021,dynahate2021,1,0,False,False,1,1
25407,25408,0.5179,dynahate2021,dynahate2021,1,0,False,False,1,1
25410,50508,0.8465,dynahate2021,dynahate2021,0,1,False,False,1,1
25414,25415,0.65,dynahate2021,dynahate2021,0,1,False,False,1,1
25419,25420,0.8314,dynahate2021,dynahate2021,0,1,False,False,1,1
25423,25424,0.6829,dynahate2021,dynahate2021,0,1,False,False,1,1
25427,25429,0.6209,dynahate2021,dynahate2021,0,0,False,False,1,1
25434,25435,0.8931,dynahate2021,dynahate2021,0,1,False,False,1,1
25436,25437,0.9318,dynahate2021,dynahate2021,0,1,False,False,1,1
25439,25440,0.7899,dynahate2021,dynahate2021,0,1,False,False,1,1
25441,25442,0.7535,dynahate2021,dynahate2021,1,0,False,False,1,1
25443,25444,0.811,dynahate2021,dynahate2021,1,0,False,False,1,1
25446,25447,0.7114,dynahate2021,dynahate2021,0,1,False,False,1,1
25448,25449,0.8824,dynahate2021,dynahate2021,0,1,False,False,1,1
25453,25454,0.8632,dynahate2021,dynahate2021,0,1,False,False,1,1
25455,25456,0.6997,dynahate2021,dynahate2021,0,1,False,False,1,1
25457,25465,0.7049,dynahate2021,dynahate2021,1,1,False,False,1,1
25457,25466,0.8305,dynahate2021,dynahate2021,1,1,False,False,1,1
25458,63749,0.6935,dynahate2021,dynahate2021,0,1,False,False,1,1
25459,25460,0.5794,dynahate2021,dynahate2021,0,1,False,False,1,1
25465,25466,0.8621,dynahate2021,dynahate2021,1,1,False,False,1,1
25470,63554,0.8268,dynahate2021,dynahate2021,0,1,False,False,1,1
25471,53090,0.7576,dynahate2021,dynahate2021,1,0,False,False,1,1
25472,25473,0.617,dynahate2021,dynahate2021,0,1,False,False,1,1
25474,48403,0.8571,dynahate2021,dynahate2021,1,0,False,False,1,1
25481,57125,0.6312,dynahate2021,dynahate2021,0,1,False,False,1,1
25483,25804,0.5254,dynahate2021,dynahate2021,1,1,False,False,1,1
25488,29017,0.988,dynahate2021,dynahate2021,1,0,False,False,1,1
25489,25780,0.5556,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,28817,0.5952,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,29066,0.5102,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,29977,0.6538,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,30038,0.5102,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,30439,0.5652,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,31683,0.6585,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,34169,0.6341,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,45624,0.825,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,45866,0.5952,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,47882,0.6585,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,50620,0.5102,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,51593,0.5682,dynahate2021,dynahate2021,1,1,False,False,1,1
25489,52037,0.6087,dynahate2021,dynahate2021,1,1,False,False,1,1
